text,category,is_emergency,style,subcategory
"Прошу принять меры по устранению шума в лифтовом оборудовании подъезда №3. При движении кабины слышен постоянный скрежет, мешающий жителям. Лифт работает, но требуется диагностика.",lift,0,formal,шум при работе лифта
здравствуйте это из третьего подъезда лифт не приезжает на наш этаж кнопка нажимается но лифт стоит на первом этаже и не едет сделайте что нибудь,lift,0,voice,не вызывается лифт на этаж
"не работает кнопка вызоаа лифта на 5 этаже 2 подъезд, приходитца спускаться пешком, почините плиз",lift,0,typo,не работает кнопка вызова
"Когда уже вы почините этот долбаный лифт?! Двери закрываются через раз, приходится ждать по пять минут, это безобразие! Жалоба в ГЖИ будет, если не исправите!",lift,0,emotional,двери лифта закрываются медленно
"Лифт шумит, 4 подъезд, нужна проверка.",lift,0,short,шум при работе лифта
"Здравствуйте. Прошу обратить внимание на состояние фасада дома по адресу ул. Ленина, 5. В районе 2-го подъезда отслаивается штукатурка и видны трещины. Прошу включить в план ремонтных работ на текущий год. Квартира 12.",other,0,formal,фасад
да здравствуйте это снова я с 3 подъезда хотел сказать что на крыше сосульки большие висят но пока не падали но лучше бы сбили чтоб не упали на голову если можно,other,0,voice,сосульки
"здрствуйте! у нас на балконе с 4 этажа отходит обшивка от стены, может упасть. смотрел в окно, там щель большая. сделайте что-нибуть пока не долетело до людей. кв 43.",other,0,typo,балкон
"Когда вы уже займетесь крышей?! Вода с нее льется прямо на козырек подъезда, все грохочет, а ночью вообще спать невозможно! Сколько можно писать? Вызывайте ГЖИ, если сами работать не хотите!",other,0,emotional,кровля
"Краска с фасада осыпалась, весь двор в обломках.",other,0,short,фасад
"Здравствуйте. Я проживаю в квартире 12, подъезд 2. В течение последних двух дней напор холодной воды в кухонном кране очень слабый, что затрудняет использование. Прошу провести проверку и устранить причину.",water,0,formal,Слабый напор ХВС
ало здравствуйте это квартира 7 у нас в ванной кран капает и горячая вода еле теплая посмотрите пожалуйста,water,0,voice,Капает кран и слабый нагрев
здраствуйте у миня в туалете бачёк текет вода бежит в унитаз не останавливаица придите пачините,water,0,typo,Течь в бачке унитаза
"Вы что там совсем с ума посходили?! Уже третью неделю из крана течет ржавая вода, невозможно ни умыться, ни посуду помыть! Когда вы уже замените трубы? Я буду жаловаться в ГЖИ и прокуратуру!",water,0,emotional,Ржавая вода из крана
Слабый напор горячей воды,water,0,short,Слабый напор ГВС
"Здравствуйте, в подъезде №3 плохо закрывается входная дверь, доводчик не срабатывает. Прошу заменить или отремонтировать доводчик.",door,0,formal,доводчик
да здравствуйте у нас домофон не работает в третьем подъезде вообще не открывает дверь приходится ждать соседей сделайте что нибудь,door,0,voice,домофон
здраствуйте сломалася кнопка домофона в 5 подьезде не вызвает квартиру исправте пожалуста,door,0,typo,домофон
"Когда вы уже почините замок на подвале?! Уже месяц не можем попасть, вещи свои забрать. Вы вообще работаете или только деньги собираете? Жалобу в ГЖИ напишу!",door,0,emotional,замок подвала
Не закрывается дверь подъезда,door,0,short,входная дверь
"Здравствуйте, я застрял в лифте в подъезде №3 между 5 и 6 этажом. Прошу срочно выслать аварийную бригаду, мне плохо.",lift,1,formal,застревание человека
да здравствуйте я в лифте застрял между этажами помогите быстрее,lift,1,voice,остановка между этажами
застрял в лифте 2 подезд 7 етаж не открывает двери вызывйте спасателей,lift,1,typo,блокировка дверей
"ЛЮДИ ДОБРЫЕ Я ЗАСТРЯЛ В ЭТОМ ПРОКЛЯТОМ ЛИФТЕ УЖЕ 20 МИНУТ, ВЫЗОВИТЕ МЧС, У МЕНЯ КЛАУСТРОФОБИЯ, Я ЗАДЫХАЮСЬ!!!",lift,1,emotional,застревание человека
"лифт застрял, я внутри, помогите",lift,1,short,застревание человека
"Здравствуйте. Я проживаю по адресу ул. Ленина, д. 5, кв. 12. В течение последней недели радиаторы отопления в комнате имеют температуру значительно ниже обычной. На ощупь они едва теплые. Прошу провести проверку и отрегулировать подачу теплоносителя, а также устранить возможное завоздушивание системы. С уважением, Иванова А.П.",heating,0,formal,Недостаточный нагрев радиаторов
ало здравствуйте это квартира 8 тут батарея в зале вообще холодная а в кухне горячая что за фигня придите посмотрите пожалуйста,heating,0,voice,Неравномерный прогрев
"здрасти у меня в спальне батарея чуть теплая, а в других комнатах нормально, может воздух в трубах, приходите развоздушить, замерз уже",heating,0,typo,Завоздушивание
"Когда уже вы начнете работать?! У нас в квартире холодно, батареи еле живые, дети мерзнут и болеют! Я уже написала жалобу в ГЖИ, если в течение трех дней не устраните, будем подавать в суд и требовать перерасчет! Позор вашей управляющей компании!",heating,0,emotional,Слабое отопление
У меня чуть теплые батареи. 25 кв.,heating,0,short,Слабый нагрев батарей
"В квартире 15 подъезда 2 произошёл прорыв трубы горячего водоснабжения, вода заливает соседние квартиры. Требуется немедленный выезд аварийной службы.",water,1,formal,прорыв трубы ГВС
здравствуйте тут кароче потоп из канализации всё течёт в подъезде и в квартире запах ужасный приезжайте скорее,water,1,voice,засор канализации
"прорвало трубу с горячей водой в ванной, вода кипяток, заливает всё, помогите, адрес ленина 5 кв 12",water,1,typo,прорыв трубы ГВС
"Вы что там все с ума посходили?! У нас уже второй час льётся кипяток с потолка, потоп, всё затопило! Я позвоню в ГЖИ, вы у меня попляшете, приезжайте немедленно!!!",water,1,emotional,протечка с потолка
"Засор канализации, вода в квартире!",water,1,short,засор канализации
"Прошу заменить перегоревшую лампу в осветительном приборе на лестничной клетке 2-го этажа подъезда №3. Освещение отсутствует уже несколько дней, что создаёт неудобства для жильцов при подъёме. Прошу провести замену в ближайшее рабочее время.",light,0,formal,перегоревшая лампа в подъезде
здравствуйте тут кароче в подъезде первом на втором этаже лампа не горит и в щитке на лестнице что-то жужит но ничё не искрит и не дымит поменяйте лампочку,light,0,voice,отсутствие освещения на этаже
Дравствуйте! У нас в подезде 4 на площадке 3 этажа свет не роботает. Лампа перегорела. Заминити можно? Кв 67. Спасибо,light,0,typo,перегоревшая лампа в подъезде
"Когда вы уже замените лампочку в нашем подъезде?! Третью неделю темнотища, люди спотыкаются, я уже ногу чуть не сломала! Вы вообще за что деньги берёте? Немедленно исправьте!",light,0,emotional,отсутствие освещения в подъезде
"Не горит свет в холле, 1 подъезд.",light,0,short,неисправность освещения в холле
"Здравствуйте, в квартире 45 по стояку отопления идёт сильная течь: из радиатора бьёт кипяток, пол уже затоплен. Прошу срочно направить аварийную бригаду для перекрытия стояка и устранения утечки.",heating,1,formal,прорыв радиатора
але аварийка у нас батарея лопнула кипяток фонтаном все заливает приезжайте быстрее а то мы тут утонем,heating,1,voice,прорыв радиатора
здрасти у нас трубу отопления прорвало на 3 этаже пар валит водой все заливает помогите срочно не знаю че делать,heating,1,typo,течь стояка
"Вы что там все с ума посходили?! У нас радиатор разорвало, кипяток хлещет на детей и вещи! Немедленно пришлите аварийку, иначе я в прокуратуру и ГЖИ, вы у меня попляшете!!",heating,1,emotional,прорыв радиатора
батарея лопнула заливает,heating,1,short,прорыв радиатора
"Прошу срочно принять меры: в подъезде №2 дома №10 по ул. Садовая в мусоропроводе произошло возгорание. Из загрузочного клапана на 5 этаже идет густой дым, слышен треск. Требуется немедленный выезд АДС и вызов пожарной службы.",cleaning,1,formal,возгорание мусоропровода
да здравствуйте у нас мусоропровод горит в подъезде дымом все затянуло приезжайте скорее а то пожар будет,cleaning,1,voice,задымление мусоропровода
"Срочна! На площядке 1 подъезда разлита жыдкость из мусорного пакета, силно пахнет химией, у людей слезятся глаза, возможно это кислота, вызывайте МЧС",cleaning,1,typo,разлив химикатов
"Вы что, совсем не следите за мусором?! Возле подъезда горит мусорный контейнер, дым валит, дети рядом играют! Немедленно вызывайте МЧС и приезжайте тушить, иначе я напишу жалобу в ГЖИ и прокуратуру!",cleaning,1,emotional,горящий контейнер
"Обрушился мусоропровод, завалил подвал, срочно!",cleaning,1,short,обрушение мусоропровода
"Прошу незамедлительно направить аварийную службу. В подъезде №3 заклинило входную дверь, створка заблокирована, из-за чего жители не могут покинуть здание. Внутри находится пожилая женщина с приступом астмы, требуется срочная помощь.",door,1,formal,заклинило входную дверь
але аварийка у нас дверь в подвал сорвана с петель и из подвала хлещет вода горячая типа прорвало трубу дверью прижало человека помогите,door,1,voice,"сорвана дверь в подвал, прорыв трубы"
срочно пришлите мастера дверь в подьезде не закрывается и из-за этого в дом заходят бомжи и мы заблокированы в квартире дверь подперта снаружи не можем выйти,door,1,typo,"дверь подперта снаружи, заблокирован выход"
"КОШМАР! У НАС ДВЕРЬ В ПОДЪЕЗДЕ ЗАКЛИНИЛО И НЕ ОТКРЫВАЕТСЯ, ВНУТРИ ЛЮДИ, ЗАДЫХАЕМСЯ! ПОЧЕМУ УО НИЧЕГО НЕ ДЕЛАЕТ? ВЫЗЫВАЮ ГЖИ И ПОЖАРНЫХ, ЕСЛИ НЕ ПРИЕДЕТЕ СЕЙЧАС ЖЕ!",door,1,emotional,"заклинило дверь, люди внутри"
"Дверь подъезда заблокирована, не выйти",door,1,short,заблокирована дверь подъезда
Здравствуйте. В квартире 15 слабый напор холодной воды на кухне. Прошу провести проверку и устранить проблему.,water,0,formal,слабый напор
да здравствуйте это квартира 7 у нас капает кран на кухне не сильно но мешает спать сделайте что нибудь,water,0,voice,капает кран
"Здравствуйте, в ванной течет бачок унитаза постоянно, вода бежит. Нужен сантехник. Кв 23.",water,0,typo,течет бачок
"Сколько можно терпеть! Уже неделю из горячего крана еле теплая вода! Мы платим за горячее, а не за ледяное! Вызывайте мастера немедленно, а то напишу жалобу в ГЖИ!",water,0,emotional,теплая вода
Засор в ванной. Кв 5.,water,0,short,засор
"Здравствуйте, прошу направить специалиста для регулировки доводчика входной двери в подъезде №3. Дверь закрывается с сильным хлопком, что мешает жильцам. Заявка плановая.",door,0,formal,регулировка доводчика
але здравствуйте кароче домофон в первом подъезде не работает набираешь номер а он молчит открыть дверь никак приезжайте почините,door,0,voice,неисправен домофон
"здравствуйте у нас в падъезде 2 замок на двери заедает ключ не паварачивается, памагите заменить",door,0,typo,заедает замок
"Почему вы вообще не следите за дверями?! Уже месяц доводчик сломан, дверь хлопает как выстрел, соседи жалуются! Вы что, ждете пока она вылетит?! Вызываю ГЖИ, если не отремонтируете!",door,0,emotional,сломан доводчик
"Дверь подвала не закрывается, так и стоит.",door,0,short,не закрывается дверь подвала
"Здравствуйте. Я, житель квартиры №45, прошу провести осмотр лифтовой кабины в подъезде №2. При движении слышен металлический скрежет, который усиливается при торможении. Прошу устранить неисправность.",lift,0,formal,скрежет при движении
ало это уо да у нас в третьем подъезде кнопка вызова лифта не работает на втором этаже соседи жалуются почините пожалуйста,lift,0,voice,кнопка вызова не работает
здравствуйте лифт в 1 подъезде дергается когда едет и двери сами закрываются когда я выхожу чуть не прищемили исправте пожалуйста,lift,0,typo,рывки при движении
"Двери лифта закрываются прямо перед носом, прищемляют! Это вообще законно? Немедленно отрегулируйте, иначе я в прокуратуру и ГЖИ напишу! Вы за что деньги получаете?",lift,0,emotional,двери закрываются
Лифт шумит и вибрирует,lift,0,short,шум и вибрация
"Прошу провести проверку системы отопления в квартире №7: в гостиной радиатор не прогревается полностью, нижняя часть холодная. Возможно, требуется промывка или удаление воздуха.",heating,0,formal,неравномерный прогрев
да здравствуйте это квартира 54 у нас батарея в туалете чуть теплая а должна быть горячей наверное завоздушило придите посмотрите,heating,0,voice,слабое отопление
"здравствуйте у меня в комноте батарея холодная совсем, а в других тепло. наверное воздух в системе. придите развоздушьте",heating,0,typo,завоздушивание
"Когда вы уже сделаете отопление нормальным?! У нас в детской батарея ледяная, ребёнок мёрзнет! Вызывала вашу аварийку, никто не пришёл! Пишу жалобу в ГЖИ!",heating,0,emotional,холодная батарея
У нас батарея чуть теплая,heating,0,short,слабое отопление
"Здравствуйте. Я нахожусь в лифте в подъезде №3 дома по улице Ленина, 15. Лифт внезапно остановился между этажами, двери не открываются, я заперт. Прошу срочно направить аварийную службу.",lift,1,formal,застрял между этажами
да здравствуйте я в лифте застрял кароче между вторым и третьим этажом кнопка вызова не работает так что приезжайте быстрее,lift,1,voice,не работает кнопка вызова
здравствуйте я застрял в лифте 1 подьезд двери не магу открыть очнь страшно жду помощи,lift,1,typo,застрял человек
"Вы что там все с ума посходили?! Я у вас в лифте застряла уже 20 минут, кнопка вызова сломана! Если не приедете сейчас же, я напишу в ГЖИ и в прокуратуру! Немедленно высылайте аварийку!",lift,1,emotional,сломана кнопка вызова
"Застрял в лифте 5 подъезд, срочно!",lift,1,short,застрял человек
"В подъезде дома по адресу ул. Ленина, д. 5, в районе мусоропровода на 3 этаже разлита ртуть из разбитого градусника. Прошу срочно направить специалистов для демеркуризации, так как это опасно для жильцов.",cleaning,1,formal,разлитая ртуть
да здравствуйте у нас тут в подъезде на первом этаже возле мусорки сильно воняет газом и что-то шипит приезжайте скорее,cleaning,1,voice,запах газа из мусоропровода
"На детской площадке разбросаны осколки стекла от бутылки, дети могут порезатся, срочно уберите, опасно",cleaning,1,typo,осколки стекла на площадке
"КОГДА ЖЕ ВЫ НАКОНЕЦ УБЕРЕТЕ ЭТУ ПОМОЙКУ?! У НАС В ПОДЪЕЗДЕ КАКИЕ-ТО ОТВРАТИТЕЛЬНЫЕ ФЕКАЛИИ, ВОНЬ НА ВЕСЬ ДОМ, РЕБЕНОК УЖЕ ЗАБОЛЕЛ! ВЫЗЫВАЮ ГЖИ И СЭС, НЕМЕДЛЕННО ПРИЕЗЖАЙТЕ!",cleaning,1,emotional,фекалии в подъезде
"Мусоропровод забит, вонь, крысы. Срочно!",cleaning,1,short,забит мусоропровод с крысами
"Прошу срочно направить аварийную бригаду: в подвале первого подъезда прорвало трубу горячего водоснабжения, кипяток заливает подвал и поднимается в подъезд, стоит густой пар. Есть риск ошпаривания жильцов и обрушения перекрытий. Квартира 7.",water,1,formal,прорыв трубы ГВС
да здравствуйте у нас в ванной фонтаном бьет горячая вода из под раковины шланг лопнул все хлещет уже к соседям затекает потолок течет приезжайте быстрее затопление же авария,water,1,voice,разрыв шланга под давлением
"здраствуйте засор канализации в квартире 34 все стоки вылезли в унитаз и ванну водой с калом залило пол, вонь по всему стояку, просим аварийку немедлено",water,1,typo,засор канализации с розливом
"ВЫ ЧТО ТАМ ВСЕ УСНУЛИ?! В подвале ТРУБУ РВАНУЛО, холодная вода уже полподъезда залила, лестница обледенела, дети ходят в школу через этот каток! Жильцы скоро в ГЖИ побегут, а вам лишь бы деньги собирать! АДС НЕМЕДЛЕННО!!!",water,1,emotional,прорыв трубы ХВС
"Капает кипяток с потолка, течь ГВС, кв. 18, срочно!",water,1,short,протечка горячей воды
"Уважаемая управляющая компания! В квартире 45 прорвало стояк отопления, горячая вода под давлением заливает полы и идёт пар. Немедленно пришлите аварийную бригаду, существует угроза затопления соседей.",heating,1,formal,Прорыв стояка отопления
да здравствуйте это из квартиры 78 у нас батарея лопнула вода кипятком хлещет потолок соседи снизу уже кричат приезжайте скорее,heating,1,voice,Разрыв радиатора
"в квартре 12 течь из трубы отопления, кипяток брызжет, пар все заливает, аварийка срочно нужна",heating,1,typo,Течь трубы отопления
"Вы что там все с ума посходили?! У нас в подъезде на 5 этаже лопнула батарея и горячая вода заливает лестничную клетку паром! Это авария! Вызывайте МЧС и свою аварийку, мы зальем всех соседей, я буду жаловаться в ГЖИ!!!",heating,1,emotional,Лопнула батарея в подъезде
"Прорвало отопление, кипяток, потоп, срочно!",heating,1,short,Прорыв отопления
"В электрощите на первом этаже подъезда №3 сильное искрение, слышен треск и появился запах гари. Прошу срочно направить аварийную бригаду, возможен пожар.",light,1,formal,искрит щиток
да здравствуйте у нас в подъезде искрит проводка прям из щитка дым идет уже вызывайте пожарных быстро,light,1,voice,дым из щитка
"из розетки в квартре 15 искрит и пахнет горелым, щиток на площадке гудит, примите меры срочно",light,1,typo,искрит розетка
"ВЫ ЧТО ТАМ СОВСЕМ ОБОРЗЕЛИ?! ИЗ ЩИТКА НА ЛЕСТНИЦЕ ПЛАМЯ ВЫРЫВАЕТСЯ, ИСКРЫ НА ВСЕ СТОРОНЫ, А ВАМ ВСЕ ПОФИГ! ЖАЛОБУ В ГЖИ НАПИШУ И В ПОЖАРКУ ПОЗВОНЮ, ЕСЛИ НЕ ПРИЕДЕТЕ НЕМЕДЛЕННО!",light,1,emotional,возгорание щитка
искрит провод у счетчика подъезд 2,light,1,short,искрит провод
"Уважаемая управляющая компания! Я, собственник квартиры № 45, прошу провести осмотр фасада дома в районе моего окна. Там наблюдается отслоение штукатурки и трещина шириной около 2 мм. Прошу включить данные работы в план текущего ремонта и уведомить меня о сроках. С уважением, Иванов И.И.",other,0,formal,фасад
да здравствуйте это квартира 33 у нас на балконе штукатурка отваливается куски летят вниз но там никого нет я переживаю что может упасть на людей пришлите посмотрите пожалуйста,other,0,voice,балкон
"здравствуйте на крыше нашего дома сосульки висят с краю но не большие, прошу их убрать когда будете чистить крышу, а то я переживаю",other,0,typo,сосульки
"Когда вы уже займетесь крышей?! У меня в квартире на потолке желтое пятно от протечки, вы говорили что почините, но уже два месяца ничего не делаете! Я напишу жалобу в ГЖИ!",other,0,emotional,протечка кровли
"Проверьте мой балкон, кв. 7",other,0,short,балкон
"Здравствуйте. Обращается житель квартиры 45. В подъезде №3 уже две недели не проводилась влажная уборка: на полу грязь и песок, перила пыльные. Прошу провести уборку и принять меры к уборщице.",cleaning,0,formal,грязь в подъезде
да здравствуйте это из третьего подъезда у нас мусоропровод вообще не закрывается и ужасно воняет уже несколько дней приходите почистите пожалуйста,cleaning,0,voice,грязный мусоропровод
здравствуйте двор возле дома 14 весь в мусаре окурки и пакеты валяются у подезда уже неделю ни кто не убирает прошу принять меры,cleaning,0,typo,замусоренный двор
"Позор вашей управляющей компании!!! Мусорные баки во дворе переполнены уже третий день, вокруг контейнеров настоящая свалка, вонь на весь двор, дети бегают в этом говне!!! Когда вы начнете работать?! Жалоба в ГЖИ уже написана!",cleaning,0,emotional,переполненные контейнеры
Грязь в подъезде не убирают,cleaning,0,short,грязь в подъезде
"Здравствуйте. Проживаю в квартире 45, подъезд 3. В лифте нашего подъезда не работает кнопка вызова на первом этаже. Приходится вызывать лифт с помощью соседей или идти пешком. Прошу принять меры по замене кнопки.",lift,0,formal,не работает кнопка вызова
да здравствуйте это жительница с пятого этажа у нас лифт гудит как трактор когда едет особенно ночью спать невозможно сделайте что нибудь пожалуйста,lift,0,voice,шум при движении лифта
"Здравствйте. В лифте 2 подъезда не загарается кнопка 7 этажа, а лифт едет все время на верх. Не удобно очень. Почините.",lift,0,typo,не работает кнопка этажа
"Да сколько можно! Уже неделю лифт в нашем подъезде работает через раз! То двери не закрываются, то останавливается не на том этаже! У нас пожилые люди, им тяжело подниматься пешком! Если вы не почините, я напишу жалобу в ГЖИ и прокуратуру!",lift,0,emotional,некорректная работа дверей
"лифт не приезжает на вызов, 4 подъезд",lift,0,short,лифт не приезжает на вызов
Здравствуйте. В квартире №15 постоянный слабый напор холодной воды на кухне. Прошу проверить стояк и при необходимости прочистить фильтры.,water,0,formal,слабый напор ХВС
але это управляющая компания тут из крана вода капает в ванной уже неделю надоело замените прокладку пожалуйста,water,0,voice,капает кран
"Здравствуйте, в туалете плохо смывается унитаз, вода уходит медленно, видимо засор. Придите прочистите. Квартира 7 подъезд 3.",water,0,typo,засор канализации
"Когда вы уже займетесь сантехникой?! У меня в ванной течет смеситель, я вся измучилась подставлять ведра! Написала в ГЖИ, если не отреагируете, так и знайте!",water,0,emotional,утечка смесителя
"Слабое давление воды, 2 подъезд",water,0,short,слабый напор
"Я, житель квартиры №12, сообщаю, что с фасада дома отваливается штукатурка прямо над входом в подъезд. Существует угроза жизни прохожих. Прошу немедленно принять меры.",other,1,formal,обрушение фасада
здравствуйте срочно с крыши свисает огромная сосулька прямо над подъездом чуть не упала на меня вызовите аварийную службу,other,1,voice,сосульки
у нас протикает крыша и паталок рушица залило всю квартиру срочно приезжайте,other,1,typo,протечка кровли
"Что за безобразие! У нас на балконе плита треснула, вот-вот рухнет! Вы вообще за домом следите?! Немедленно вызывайте АДС, а то я сам в прокуратуру пойду!",other,1,emotional,аварийный балкон
"У нас сосульки над дверью, упадут",other,1,short,сосульки
"В квартире №45 батареи слегка теплые, температура в комнате не поднимается выше 18 градусов. Прошу провести проверку и регулировку системы отопления.",heating,0,formal,слабый нагрев батарей
да здравствуйте это квартира 12 у нас батарея чуть теплая а на улице холодно пришлите мастера посмотреть,heating,0,voice,слабый нагрев батарей
"В кв 78 батарея в спальне не греет воопще, воздух в трубе, развоздушить надо. Жду мастера.",heating,0,typo,завоздушивание
"Когда уже вы исправите отопление?! Батареи ледяные в зале, дети мерзнут! Вызываю ГЖИ, жалуйтесь!",heating,0,emotional,холодные батареи
"Батарея чуть теплая, промерзаю.",heating,0,short,слабый нагрев батарей
"Здравствуйте, я житель квартиры 15, подъезд 2. На лестничной площадке третьего этажа не работает освещение уже три дня. Лампочка перегорела, и в тёмное время суток очень неудобно и опасно подниматься по лестнице. Прошу заменить лампу и проверить работоспособность выключателя.",light,0,formal,Не работает освещение в подъезде
да здравствуйте это из третьей квартиры у нас в коридоре на первом этаже свет мигает как стробоскоп жуть просто голова болит поменяйте лампочку или патрон наверное а то глазам больно смотреть,light,0,voice,Мигает лампа в холле
зхтавьте плиз лампочку в тмбуре на 5 этаже у нас тёмно хоть глаз выколи и дверь в щиток не закрывается искры не летят но проводка старая страшно чтоб дети не залезли,light,0,typo,Отсутствует освещение в тамбуре
"Когда вы уже замените лампу в подъезде?! Уже месяц сидим в темноте как в бункере! Мама с работы возвращается поздно и чуть не упала на ступеньках. Вам лишь бы деньги собирать, а на нормальное освещение вас не хватает! Пожалуйста, сделайте хоть что-то, иначе я напишу жалобу в ГЖИ!",light,0,emotional,Долго не заменяют лампу
"Не работает выключатель в подъезде 1, свет не включается.",light,0,short,Сломан выключатель
"Здравствуйте, я проживаю в квартире 12 подъезда 3. Входная дверь в подъезд закрывается слишком медленно, доводчик не отрегулирован. Прошу направить специалиста для настройки.",door,0,formal,доводчик
здравствуйте это житель квартиры 5 домофон не работает совсем не открывает дверь пришлите мастера,door,0,voice,домофон
"Дравствуйте, у нас в подьезде сломался замак на двери в подвал, дверь не закрывается, придите почините",door,0,typo,замок подвала
"Когда уже вы почините доводчик на входной двери?! Уже месяц дверь хлопает так, что уши закладывает, соседи жалуются! Вызывайте мастера немедленно, иначе напишу жалобу в ГЖИ!",door,0,emotional,доводчик
"У меня не работает домофон, 2 подъезд",door,0,short,домофон
"Здравствуйте, я нахожусь в лифте в третьем подъезде, лифт внезапно остановился между вторым и третьим этажом, двери не открываются, внутри темно и пахнет гарью. Прошу срочно прислать аварийную службу, так как я не могу выбраться.",lift,1,formal,лифт остановился между этажами
да здравствуйте я застрял в лифте кароче в пятом подъезде лифт встал и двери не открывает помогите срочно вызовите аварийку,lift,1,voice,застрял в лифте
"Я в лифте 2 подьезд, лифт застрял между этажами, двери не одиваются, очень страшно, вызовите аварийку",lift,1,typo,двери не открываются
"ЛЮДИ! ВЫ ЧТО ТАМ ВСЕ УСНУЛИ?! Я УЖЕ 20 МИНУТ СИЖУ В ЛИФТЕ В ПЕРВОМ ПОДЪЕЗДЕ, ОН РАЗГОНЯЕТСЯ И ТОРМОЗИТ, ДВЕРИ НЕ ОТКРЫВАЮТСЯ, ВЫЗЫВАЙТЕ АВАРИЙНУЮ СЛУЖБУ НЕМЕДЛЕННО, ИНАЧЕ Я ПОЖАЛУЮСЬ В ГЖИ!",lift,1,emotional,лифт дергается и застрял
"Застрял в лифте, 4 подъезд, срочно!",lift,1,short,застрял в лифте
"Здравствуйте, я житель квартиры 15, подъезд 3. В электрощитке на площадке второго этажа сильное искрение, слышен треск и чувствуется запах гари. Прошу срочно направить аварийную службу.",light,1,formal,искрение щитка
да здравствуйте это из третьего подъезда у нас щиток искрит и дым идёт уже помогите срочно приезжайте,light,1,voice,дым из щитка
"здруствуйте в подезде 2 на 5 етаже щиток искрит и пахнет горелым, боюсь пожара, приезде быстрее",light,1,typo,запах гари из щитка
"Вы что там все с ума посходили?! В подъезде искрит проводка, дым стоит! Это же пожар! Немедленно высылайте аварийку, иначе я звоню в МЧС и ГЖИ!",light,1,emotional,искрит проводка в подъезде
"Щиток искрит, дым в подъезде!",light,1,short,искрение и дым
"В квартире 45 лопнул радиатор отопления, горячая вода хлещет по стенам. Прошу срочно прислать аварийную бригаду.",heating,1,formal,прорыв радиатора
здравствуйте у нас батарея взорвалась в зале горячая вода фонтаном брызжет затопило соседей приезжайте скорее,heating,1,voice,разрыв батареи
"в 3 подьезде на 5 этаже течет стояк отопления кипяток льет по стояку пар стоит, срочно нужна аварийка",heating,1,typo,течь стояка
"Да что за УО такая?! В мороз -30 отопление отключили, трубу прорвало, в квартире потоп и холод! Вызывайте АДС немедленно, я залью соседей, будете отвечать!",heating,1,emotional,прорыв трубы
"Пар из подвала, горячая вода, срочно!",heating,1,short,пар из подвала
"Здравствуйте. Прошу вас организовать уборку подъезда №3. Полы не мыты уже более двух недель, на лестничных клетках пыль и песок, стены в пятнах. Уборка проводится крайне редко и некачественно. Просьба повлиять на уборщицу и составить график.",cleaning,0,formal,не вымыт подъезд
да здравствуйте это квартира 45 кароче никак не дозвонюсь в диспетчерскую у нас на площадке мусоропровод забит уже неделю вонь стоит жуть и мухи летают а выносить некуда кто убирать будет сделайте что нибудь пожалуйста,cleaning,0,voice,забит мусоропровод
